Freelancer_ID,Job_Category,Platform,Experience_Level,Client_Region,Payment_Method,Job_Completed,Earnings_USD,Hourly_Rate,Job_Success_Rate,Client_Rating,Job_Duration_Days,Project_Type,Rehire_Rate,Marketing_Spend,Earnings_per_Project,Is_Expert,Region_Short,Job_Range_Label,Hourly_Band,High_Earner,Client_Tier
161,Content Writing,Upwork,Expert,Canada,Crypto,191,7812,39.45,68.39,3.28,74,Fixed,30.58,262,40.90052356020942,True,North America,100+,30$+,True,Mid
162,Web Development,Freelancer,Intermediate,UK,Mobile Banking,233,6896,93.9,81.62,3.4,66,Fixed,24.72,489,29.59656652360515,False,Other,100+,30$+,False,Mid
163,Graphic Design,PeoplePerHour,Expert,USA,Bank Transfer,52,7634,58.74,81.68,3.37,35,Fixed,63.58,360,146.80769230769232,True,Other,10–99,30$+,True,Mid
164,Content Writing,Freelancer,Beginner,Canada,Mobile Banking,272,7360,17.2,76.79,4.79,51,Fixed,27.71,449,27.058823529411764,False,North America,100+,10$–30$,False,High
165,Content Writing,Toptal,Intermediate,UK,Mobile Banking,219,5406,52.4,54.51,4.31,71,Hourly,70.59,295,24.684931506849313,False,Other,100+,30$+,False,Mid
166,Customer Support,PeoplePerHour,Beginner,USA,Mobile Banking,294,336,67.1,91.77,3.3,71,Hourly,17.2,181,1.1428571428571428,False,Other,100+,30$+,False,Mid
167,Customer Support,PeoplePerHour,Expert,Europe,Crypto,258,8691,84.63,66.04,3.88,27,Fixed,18.82,158,33.68604651162791,True,Other,100+,30$+,True,Mid
168,Customer Support,Freelancer,Beginner,Canada,Mobile Banking,91,6636,93.97,59.33,4.23,10,Hourly,78.54,352,72.92307692307692,False,North America,10–99,30$+,False,Mid
169,Data Entry,Toptal,Intermediate,Canada,Crypto,185,5353,35.15,52.04,3.17,43,Hourly,57.17,307,28.935135135135134,False,North America,100+,30$+,False,Mid
170,SEO,Upwork,Intermediate,Asia,Crypto,29,3166,19.77,79.54,4.76,55,Fixed,69.28,477,109.17241379310344,False,Other,10–99,10$–30$,False,High
171,Digital Marketing,Freelancer,Intermediate,Asia,Mobile Banking,226,5924,12.01,83.88,4.61,71,Hourly,32.7,286,26.212389380530972,False,Other,100+,10$–30$,False,High
172,Data Entry,Upwork,Beginner,UK,Mobile Banking,53,7020,75.14,50.83,4.01,6,Fixed,57.35,161,132.45283018867926,False,Other,10–99,30$+,False,Mid
173,App Development,Freelancer,Intermediate,Middle East,PayPal,179,8198,80.54,75.6,4.93,6,Hourly,51.6,262,45.798882681564244,False,Other,100+,30$+,True,High
174,Graphic Design,Upwork,Beginner,Asia,Bank Transfer,278,8494,43.89,61.32,3.84,77,Hourly,52.22,216,30.553956834532375,False,Other,100+,30$+,True,Mid
175,SEO,Freelancer,Expert,Australia,PayPal,39,9661,42.61,82.26,4.97,48,Hourly,57.78,399,247.71794871794873,True,Other,10–99,30$+,True,High
176,Content Writing,PeoplePerHour,Expert,Europe,Bank Transfer,221,1285,95.65,58.72,4.34,77,Hourly,50.28,405,5.8144796380090495,True,Other,100+,30$+,False,Mid
177,Data Entry,Fiverr,Beginner,Australia,Bank Transfer,213,1049,92.08,84.55,4.27,2,Hourly,40.03,483,4.924882629107981,False,Other,100+,30$+,False,Mid
178,Customer Support,PeoplePerHour,Intermediate,Canada,PayPal,164,3810,27.16,69.34,3.33,83,Fixed,29.31,180,23.23170731707317,False,North America,100+,10$–30$,False,Mid
179,SEO,Upwork,Beginner,Australia,PayPal,11,4166,79.18,96.84,4.76,51,Hourly,63.8,90,378.72727272727275,False,Other,10–99,30$+,False,High
180,App Development,Toptal,Beginner,USA,Bank Transfer,273,4461,64.16,56.88,3.85,61,Fixed,25.84,16,16.34065934065934,False,Other,100+,30$+,False,Mid
181,Digital Marketing,PeoplePerHour,Beginner,Europe,Bank Transfer,130,5607,19.65,67.05,3.32,19,Hourly,58.46,124,43.13076923076923,False,Other,100+,10$–30$,False,Mid
182,App Development,Fiverr,Expert,Australia,Bank Transfer,94,9688,38.89,55.67,3.03,2,Hourly,26.33,259,103.06382978723404,True,Other,10–99,30$+,True,Mid
183,Graphic Design,Upwork,Beginner,USA,Crypto,46,5402,21.86,96.23,4.12,51,Hourly,53.77,444,117.43478260869566,False,Other,10–99,10$–30$,False,Mid
184,Web Development,PeoplePerHour,Expert,UK,Bank Transfer,163,3733,33.04,93.87,4.05,26,Fixed,62.3,377,22.901840490797547,True,Other,100+,30$+,False,Mid
185,Data Entry,Freelancer,Beginner,Australia,Mobile Banking,206,2311,63.45,62.9,4.44,70,Hourly,25.31,354,11.218446601941748,False,Other,100+,30$+,False,Mid
186,Customer Support,Toptal,Expert,Europe,Mobile Banking,286,1903,40.65,83.0,4.78,20,Hourly,14.2,488,6.653846153846154,True,Other,100+,30$+,False,High
187,Graphic Design,Upwork,Beginner,USA,Mobile Banking,292,8841,42.44,90.86,3.16,23,Fixed,19.17,213,30.277397260273972,False,Other,100+,30$+,True,Mid
188,Web Development,PeoplePerHour,Beginner,Australia,PayPal,95,6945,56.27,77.76,4.46,54,Fixed,52.42,238,73.10526315789474,False,Other,10–99,30$+,False,Mid
189,Customer Support,Upwork,Intermediate,UK,PayPal,129,3040,13.29,76.48,3.37,15,Fixed,69.46,179,23.565891472868216,False,Other,100+,10$–30$,False,Mid
190,Customer Support,Freelancer,Intermediate,Australia,PayPal,130,912,75.19,62.09,4.72,6,Hourly,13.15,418,7.015384615384615,False,Other,100+,30$+,False,High
191,Customer Support,Fiverr,Beginner,USA,Bank Transfer,56,4577,43.16,54.66,4.64,35,Hourly,61.39,171,81.73214285714286,False,Other,10–99,30$+,False,High
192,Data Entry,PeoplePerHour,Beginner,Australia,Mobile Banking,107,1269,50.64,94.86,4.08,75,Hourly,33.89,142,11.85981308411215,False,Other,100+,30$+,False,Mid
193,Graphic Design,Upwork,Beginner,Europe,Bank Transfer,191,3845,97.56,95.02,4.42,8,Hourly,43.5,316,20.130890052356023,False,Other,100+,30$+,False,Mid
194,Customer Support,Upwork,Beginner,Canada,Crypto,209,577,37.71,81.66,3.63,57,Fixed,75.02,243,2.7607655502392343,False,North America,100+,30$+,False,Mid
195,App Development,Upwork,Intermediate,USA,Crypto,18,7419,66.58,66.95,3.94,50,Fixed,33.24,231,412.1666666666667,False,Other,10–99,30$+,False,Mid
196,Graphic Design,Fiverr,Expert,USA,PayPal,108,2972,42.29,67.46,4.64,49,Hourly,42.57,171,27.51851851851852,True,Other,100+,30$+,False,High
197,SEO,Upwork,Beginner,USA,Crypto,121,5899,89.96,86.3,3.92,88,Fixed,10.96,276,48.752066115702476,False,Other,100+,30$+,False,Mid
198,App Development,Toptal,Intermediate,USA,Mobile Banking,97,1212,85.44,94.86,3.72,21,Fixed,15.71,76,12.494845360824742,False,Other,10–99,30$+,False,Mid
199,Data Entry,Toptal,Beginner,Australia,Crypto,148,896,27.95,94.35,3.99,36,Fixed,28.1,302,6.054054054054054,False,Other,100+,10$–30$,False,Mid
200,Customer Support,Upwork,Beginner,Europe,PayPal,114,7009,70.72,88.99,4.66,71,Hourly,11.95,330,61.48245614035088,False,Other,100+,30$+,False,High
201,Graphic Design,Toptal,Expert,UK,Bank Transfer,167,3136,11.19,82.1,3.67,69,Fixed,54.2,48,18.778443113772454,True,Other,100+,10$–30$,False,Mid
202,Content Writing,PeoplePerHour,Beginner,Europe,Crypto,57,3333,96.5,54.21,3.35,58,Hourly,39.85,436,58.473684210526315,False,Other,10–99,30$+,False,Mid
203,Data Entry,Toptal,Beginner,USA,Mobile Banking,7,3373,38.15,58.08,4.42,63,Hourly,48.37,247,481.85714285714283,False,Other,<10,30$+,False,Mid
204,Graphic Design,Upwork,Expert,Middle East,Mobile Banking,72,495,84.03,94.93,4.65,16,Hourly,22.23,282,6.875,True,Other,10–99,30$+,False,High
205,SEO,Freelancer,Expert,Australia,Mobile Banking,250,1075,35.25,80.32,3.2,6,Fixed,30.72,286,4.3,True,Other,100+,30$+,False,Mid
206,Customer Support,PeoplePerHour,Expert,Middle East,Bank Transfer,142,1409,65.11,50.46,3.48,78,Fixed,56.47,427,9.922535211267606,True,Other,100+,30$+,False,Mid
207,Web Development,Fiverr,Expert,Australia,Mobile Banking,291,8260,98.44,55.07,3.28,52,Fixed,77.57,31,28.38487972508591,True,Other,100+,30$+,True,Mid
208,Customer Support,Upwork,Intermediate,USA,PayPal,70,6163,88.29,83.18,3.7,2,Fixed,13.53,499,88.04285714285714,False,Other,10–99,30$+,False,Mid
209,Web Development,Fiverr,Intermediate,Australia,PayPal,159,8802,20.23,50.25,3.9,89,Hourly,72.33,157,55.35849056603774,False,Other,100+,10$–30$,True,Mid
210,Content Writing,Freelancer,Intermediate,USA,Mobile Banking,91,521,57.01,58.04,4.5,77,Hourly,50.38,17,5.725274725274725,False,Other,10–99,30$+,False,Mid
211,Data Entry,Fiverr,Beginner,Europe,Crypto,37,77,38.11,77.44,4.3,18,Hourly,49.47,380,2.081081081081081,False,Other,10–99,30$+,False,Mid
212,SEO,Upwork,Expert,Asia,Mobile Banking,72,8801,46.26,84.59,4.24,81,Fixed,45.02,62,122.23611111111111,True,Other,10–99,30$+,True,Mid
213,Graphic Design,Upwork,Expert,Canada,PayPal,191,3286,36.84,82.6,3.7,76,Fixed,14.86,127,17.20418848167539,True,North America,100+,30$+,False,Mid
214,Graphic Design,Freelancer,Intermediate,Australia,PayPal,196,9186,36.92,61.21,4.68,35,Fixed,16.29,15,46.86734693877551,False,Other,100+,30$+,True,High
215,Web Development,Upwork,Beginner,USA,PayPal,217,3998,56.54,85.61,3.94,86,Hourly,52.06,162,18.42396313364055,False,Other,100+,30$+,False,Mid
216,SEO,Freelancer,Beginner,Middle East,Crypto,92,6222,23.24,61.86,4.96,39,Hourly,33.87,445,67.6304347826087,False,Other,10–99,10$–30$,False,High
217,App Development,Freelancer,Beginner,USA,Crypto,112,2029,56.05,66.27,4.27,1,Fixed,74.21,250,18.116071428571427,False,Other,100+,30$+,False,Mid
218,Content Writing,Upwork,Intermediate,Middle East,Crypto,244,4971,31.5,87.32,3.25,37,Hourly,38.46,136,20.37295081967213,False,Other,100+,30$+,False,Mid
219,Web Development,Toptal,Beginner,Australia,PayPal,220,9057,32.45,82.48,4.35,21,Hourly,20.03,317,41.16818181818182,False,Other,100+,30$+,True,Mid
220,Web Development,Freelancer,Beginner,UK,Bank Transfer,181,2376,75.18,92.46,3.65,1,Fixed,60.03,294,13.12707182320442,False,Other,100+,30$+,False,Mid
221,Content Writing,Upwork,Beginner,Middle East,Mobile Banking,57,2380,7.81,82.88,4.37,4,Fixed,30.53,178,41.75438596491228,False,Other,10–99,<10$,False,Mid
222,Data Entry,Toptal,Expert,USA,Mobile Banking,53,7696,41.19,78.42,3.14,58,Hourly,46.78,228,145.20754716981133,True,Other,10–99,30$+,True,Mid
223,Graphic Design,Freelancer,Intermediate,Australia,PayPal,118,1052,43.72,54.68,3.35,1,Fixed,58.85,370,8.915254237288135,False,Other,100+,30$+,False,Mid
224,Data Entry,Toptal,Expert,USA,Crypto,99,9784,51.09,68.39,4.71,13,Hourly,73.02,393,98.82828282828282,True,Other,10–99,30$+,True,High
225,SEO,PeoplePerHour,Expert,UK,Bank Transfer,29,6498,68.56,63.26,3.45,46,Fixed,65.45,179,224.06896551724137,True,Other,10–99,30$+,False,Mid
226,App Development,PeoplePerHour,Intermediate,Canada,Bank Transfer,136,6887,40.12,62.2,4.67,47,Hourly,57.35,395,50.63970588235294,False,North America,100+,30$+,False,High
227,Customer Support,Toptal,Expert,Asia,Crypto,183,6517,25.25,98.65,3.56,81,Fixed,57.57,71,35.612021857923494,True,Other,100+,10$–30$,False,Mid
228,Digital Marketing,Freelancer,Beginner,Asia,Mobile Banking,149,9471,89.06,69.65,4.29,76,Fixed,76.21,317,63.56375838926174,False,Other,100+,30$+,True,Mid
229,Digital Marketing,Upwork,Beginner,UK,Mobile Banking,202,7404,98.2,94.6,4.39,7,Fixed,30.71,386,36.65346534653465,False,Other,100+,30$+,False,Mid
230,Digital Marketing,Fiverr,Beginner,Europe,Bank Transfer,88,2579,6.9,81.56,4.03,51,Hourly,10.08,82,29.306818181818183,False,Other,10–99,<10$,False,Mid
231,Content Writing,Upwork,Beginner,Australia,Bank Transfer,161,1480,56.91,89.74,3.61,3,Hourly,29.04,378,9.192546583850932,False,Other,100+,30$+,False,Mid
232,Web Development,Fiverr,Intermediate,UK,Crypto,89,3962,37.46,75.13,3.43,50,Fixed,25.25,394,44.51685393258427,False,Other,10–99,30$+,False,Mid
233,App Development,Fiverr,Expert,Canada,Mobile Banking,257,1582,31.31,78.85,3.07,26,Hourly,56.33,135,6.155642023346304,True,North America,100+,30$+,False,Mid
234,Data Entry,Freelancer,Expert,USA,Bank Transfer,76,1942,36.89,74.63,3.61,31,Hourly,54.36,217,25.55263157894737,True,Other,10–99,30$+,False,Mid
235,Customer Support,Toptal,Beginner,Australia,Mobile Banking,227,1471,65.69,59.76,4.31,62,Fixed,51.54,108,6.4801762114537445,False,Other,100+,30$+,False,Mid
236,Graphic Design,Upwork,Beginner,Middle East,Bank Transfer,280,8632,23.12,86.12,4.88,26,Fixed,11.14,377,30.82857142857143,False,Other,100+,10$–30$,True,High
237,Digital Marketing,Toptal,Expert,UK,Crypto,287,5818,91.72,64.04,4.74,67,Fixed,61.01,406,20.27177700348432,True,Other,100+,30$+,False,High
238,Data Entry,PeoplePerHour,Intermediate,Canada,Mobile Banking,268,2868,49.28,51.22,4.53,55,Hourly,32.65,118,10.701492537313433,False,North America,100+,30$+,False,High
239,Digital Marketing,Freelancer,Expert,UK,Bank Transfer,250,5667,35.93,82.27,4.58,28,Fixed,56.55,393,22.668,True,Other,100+,30$+,False,High
240,App Development,Freelancer,Beginner,Europe,Bank Transfer,65,1245,77.73,58.86,4.33,44,Hourly,48.96,17,19.153846153846153,False,Other,10–99,30$+,False,Mid
241,Digital Marketing,PeoplePerHour,Beginner,Asia,Bank Transfer,263,6279,6.55,97.02,3.52,81,Hourly,33.99,331,23.874524714828897,False,Other,100+,<10$,False,Mid
242,Graphic Design,Upwork,Intermediate,Asia,Bank Transfer,11,9099,46.03,97.7,4.81,38,Hourly,19.42,422,827.1818181818181,False,Other,10–99,30$+,True,High
243,Customer Support,PeoplePerHour,Expert,Australia,Crypto,192,5355,38.75,95.74,4.34,30,Fixed,16.61,153,27.890625,True,Other,100+,30$+,False,Mid
244,SEO,Upwork,Intermediate,USA,Mobile Banking,8,9758,37.13,68.51,4.12,66,Fixed,68.21,10,1219.75,False,Other,<10,30$+,True,Mid
245,SEO,Fiverr,Intermediate,Canada,Mobile Banking,235,8127,37.02,50.77,3.22,8,Hourly,74.29,137,34.58297872340425,False,North America,100+,30$+,True,Mid
246,App Development,Freelancer,Beginner,UK,PayPal,137,9395,7.97,96.42,3.89,14,Hourly,55.49,386,68.57664233576642,False,Other,100+,<10$,True,Mid
247,SEO,Upwork,Expert,Australia,Mobile Banking,129,892,19.45,71.41,3.92,62,Fixed,17.24,61,6.9147286821705425,True,Other,100+,10$–30$,False,Mid
248,Content Writing,Toptal,Beginner,UK,PayPal,19,5250,18.48,98.33,4.73,75,Fixed,38.14,70,276.3157894736842,False,Other,10–99,10$–30$,False,High
249,Web Development,Toptal,Expert,Australia,Bank Transfer,17,5971,98.92,98.18,4.09,63,Fixed,61.03,60,351.2352941176471,True,Other,10–99,30$+,False,Mid
250,Content Writing,Freelancer,Beginner,Asia,Crypto,122,9924,7.11,92.65,3.76,79,Fixed,64.59,131,81.34426229508196,False,Other,100+,<10$,True,Mid
251,Data Entry,PeoplePerHour,Beginner,Europe,Crypto,244,344,20.87,64.72,4.95,66,Fixed,18.28,60,1.4098360655737705,False,Other,100+,10$–30$,False,High
252,Content Writing,PeoplePerHour,Expert,UK,Bank Transfer,267,6147,97.55,69.25,3.22,40,Fixed,10.0,487,23.02247191011236,True,Other,100+,30$+,False,Mid
253,Data Entry,Upwork,Expert,Europe,PayPal,10,6462,64.68,92.56,3.85,13,Fixed,59.85,391,646.2,True,Other,10–99,30$+,False,Mid
254,Data Entry,PeoplePerHour,Beginner,Middle East,Bank Transfer,235,8886,47.81,65.85,3.08,17,Fixed,34.96,357,37.81276595744681,False,Other,100+,30$+,True,Mid
255,Web Development,Freelancer,Expert,Middle East,Crypto,34,6728,12.48,58.47,4.48,15,Fixed,27.81,268,197.88235294117646,True,Other,10–99,10$–30$,False,Mid
256,Graphic Design,Upwork,Beginner,Asia,Crypto,26,5070,68.62,77.84,4.84,33,Hourly,10.9,11,195.0,False,Other,10–99,30$+,False,High
257,Customer Support,Fiverr,Expert,Canada,Mobile Banking,160,5793,18.09,96.81,3.56,16,Fixed,47.82,34,36.20625,True,North America,100+,10$–30$,False,Mid
258,App Development,PeoplePerHour,Beginner,Europe,PayPal,122,160,68.76,84.8,4.72,13,Fixed,69.58,485,1.3114754098360655,False,Other,100+,30$+,False,High
259,Web Development,PeoplePerHour,Beginner,Australia,Mobile Banking,197,8825,98.02,78.5,3.58,86,Hourly,77.03,437,44.796954314720814,False,Other,100+,30$+,True,Mid
260,App Development,Upwork,Beginner,Canada,Crypto,199,9728,55.54,54.86,4.82,23,Fixed,49.6,50,48.88442211055276,False,North America,100+,30$+,True,High
261,SEO,Toptal,Intermediate,UK,Crypto,172,4914,25.34,80.75,4.51,36,Fixed,46.01,42,28.569767441860463,False,Other,100+,10$–30$,False,High
262,SEO,PeoplePerHour,Expert,UK,Mobile Banking,243,1698,64.4,99.5,4.61,43,Hourly,15.95,227,6.987654320987654,True,Other,100+,30$+,False,High
263,Content Writing,Freelancer,Beginner,Australia,Mobile Banking,248,6431,53.73,57.0,3.04,50,Fixed,48.42,110,25.931451612903224,False,Other,100+,30$+,False,Mid
264,Data Entry,PeoplePerHour,Intermediate,USA,Crypto,73,2431,55.65,75.92,4.93,74,Hourly,36.6,321,33.3013698630137,False,Other,10–99,30$+,False,High
265,Digital Marketing,Fiverr,Beginner,USA,Mobile Banking,99,155,50.42,93.87,4.45,81,Hourly,52.5,14,1.5656565656565657,False,Other,10–99,30$+,False,Mid
266,Digital Marketing,PeoplePerHour,Intermediate,UK,Mobile Banking,81,5868,69.01,87.04,3.61,13,Fixed,37.21,176,72.44444444444444,False,Other,10–99,30$+,False,Mid
267,App Development,Toptal,Beginner,Asia,PayPal,175,9936,59.33,84.85,4.66,30,Hourly,26.82,161,56.777142857142856,False,Other,100+,30$+,True,High
268,Data Entry,PeoplePerHour,Beginner,Asia,Crypto,5,9975,98.76,85.12,3.56,57,Hourly,16.65,38,1995.0,False,Other,<10,30$+,True,Mid
269,App Development,Upwork,Intermediate,Australia,Bank Transfer,66,431,83.46,67.97,4.75,30,Hourly,32.04,25,6.53030303030303,False,Other,10–99,30$+,False,High
270,Web Development,PeoplePerHour,Intermediate,USA,PayPal,211,4406,30.15,64.68,3.23,71,Hourly,16.77,111,20.881516587677726,False,Other,100+,30$+,False,Mid
271,Graphic Design,Toptal,Expert,Europe,Bank Transfer,158,5968,73.95,90.47,4.41,10,Fixed,22.38,452,37.77215189873418,True,Other,100+,30$+,False,Mid
272,Customer Support,Upwork,Expert,UK,Mobile Banking,278,1366,25.36,90.51,4.08,66,Hourly,79.11,431,4.913669064748201,True,Other,100+,10$–30$,False,Mid
273,Web Development,Freelancer,Intermediate,Middle East,Mobile Banking,52,5504,79.32,93.35,3.19,83,Hourly,41.09,472,105.84615384615384,False,Other,10–99,30$+,False,Mid
274,Data Entry,Upwork,Expert,Europe,Bank Transfer,141,4124,19.02,95.66,3.48,39,Fixed,47.23,50,29.24822695035461,True,Other,100+,10$–30$,False,Mid
275,Data Entry,Fiverr,Intermediate,Australia,Mobile Banking,5,4854,49.99,75.57,3.02,37,Hourly,71.15,481,970.8,False,Other,<10,30$+,False,Mid
276,Graphic Design,Upwork,Expert,Middle East,Mobile Banking,239,956,80.11,75.08,3.94,3,Fixed,79.69,366,4.0,True,Other,100+,30$+,False,Mid
277,App Development,Freelancer,Beginner,Europe,PayPal,260,7671,31.61,89.91,3.6,89,Hourly,50.79,387,29.503846153846155,False,Other,100+,30$+,True,Mid
278,Content Writing,PeoplePerHour,Expert,USA,Bank Transfer,111,712,84.53,82.5,4.2,34,Fixed,66.87,97,6.414414414414415,True,Other,100+,30$+,False,Mid
279,Content Writing,Upwork,Beginner,Asia,PayPal,177,6768,66.19,85.1,3.59,86,Hourly,32.89,410,38.23728813559322,False,Other,100+,30$+,False,Mid
280,Graphic Design,Upwork,Beginner,USA,Bank Transfer,134,8704,42.76,89.79,3.6,38,Fixed,31.4,374,64.95522388059702,False,Other,100+,30$+,True,Mid
281,Content Writing,Upwork,Expert,Middle East,PayPal,298,992,45.22,94.5,4.49,14,Hourly,38.19,169,3.3288590604026846,True,Other,100+,30$+,False,Mid
282,Digital Marketing,Upwork,Intermediate,Canada,Crypto,44,8399,92.97,66.9,3.1,64,Fixed,57.08,55,190.88636363636363,False,North America,10–99,30$+,True,Mid
283,Content Writing,Freelancer,Beginner,Asia,Crypto,20,6465,25.69,68.78,4.81,39,Fixed,57.75,220,323.25,False,Other,10–99,10$–30$,False,High
284,Content Writing,Toptal,Beginner,UK,Bank Transfer,131,3359,70.87,54.7,4.7,54,Fixed,32.07,324,25.641221374045802,False,Other,100+,30$+,False,High
285,Content Writing,Toptal,Expert,Middle East,Crypto,207,1376,72.19,78.91,4.34,2,Fixed,19.32,145,6.647342995169082,True,Other,100+,30$+,False,Mid
286,Digital Marketing,Upwork,Intermediate,Australia,PayPal,138,2156,92.63,51.8,4.19,43,Fixed,54.27,444,15.623188405797102,False,Other,100+,30$+,False,Mid
287,App Development,Freelancer,Intermediate,UK,Bank Transfer,263,4849,72.75,73.28,4.78,53,Hourly,18.98,259,18.437262357414447,False,Other,100+,30$+,False,High
288,Content Writing,Freelancer,Expert,Europe,Crypto,18,8889,60.52,77.13,3.37,3,Hourly,50.49,128,493.8333333333333,True,Other,10–99,30$+,True,Mid
289,SEO,Upwork,Intermediate,Asia,Crypto,70,2988,90.74,64.33,3.16,41,Fixed,58.54,49,42.68571428571428,False,Other,10–99,30$+,False,Mid
290,Digital Marketing,Fiverr,Expert,Australia,Bank Transfer,199,2533,83.77,79.54,3.48,8,Fixed,59.04,339,12.728643216080402,True,Other,100+,30$+,False,Mid
291,Graphic Design,Upwork,Expert,Australia,Crypto,118,1425,73.09,51.53,4.59,75,Hourly,62.74,325,12.076271186440678,True,Other,100+,30$+,False,High
292,Web Development,Fiverr,Expert,USA,Crypto,163,7906,8.09,51.87,3.07,63,Hourly,71.1,403,48.50306748466258,True,Other,100+,<10$,True,Mid
293,Graphic Design,Upwork,Beginner,Europe,Bank Transfer,165,294,40.48,91.13,4.17,65,Fixed,45.0,19,1.7818181818181817,False,Other,100+,30$+,False,Mid
294,Web Development,Fiverr,Beginner,USA,Crypto,258,2398,65.03,68.01,4.99,79,Hourly,61.12,173,9.294573643410853,False,Other,100+,30$+,False,High
295,Customer Support,Fiverr,Beginner,USA,Crypto,19,9109,54.61,56.35,4.71,4,Fixed,53.34,282,479.42105263157896,False,Other,10–99,30$+,True,High
296,Graphic Design,Upwork,Expert,Asia,Crypto,41,529,35.34,76.11,4.04,68,Fixed,23.06,25,12.902439024390244,True,Other,10–99,30$+,False,Mid
297,SEO,Fiverr,Beginner,Canada,Crypto,159,1985,18.72,88.5,3.13,10,Fixed,11.8,159,12.484276729559749,False,North America,100+,10$–30$,False,Mid
298,Web Development,PeoplePerHour,Beginner,USA,Mobile Banking,31,5807,57.53,60.79,4.66,75,Hourly,29.92,9,187.32258064516128,False,Other,10–99,30$+,False,High
